Roll No,Name,Gender,Age,Maths,Physics,Chemistry,English,Computer,Total Marks,Percentage,Attendance (%),Extra Curricular
stu0418,libni modi,femal,20,57,97,99,61,72,386,77.2,75.95,scienc club
stu0419,kamala uppal,femal,18,21,27,45,80,74,247,49.4,88.17,drama
stu0420,anamika mallick,femal,18,17,74,92,92,18,293,58.6,87.8,sport
stu0422,oviya mallick,femal,18,14,54,39,53,33,193,38.6,60.89,scienc club
stu0423,qarin doshi,male,20,6,28,73,78,30,215,43.0,73.53,danc
stu0424,eta contractor,femal,17,90,87,7,3,11,198,39.6,93.52,danc
stu0425,michael desai,male,17,8,9,44,78,58,197,39.4,99.03,music
stu0426,utkarsh raman,male,17,33,44,61,78,15,231,46.2,81.64,music
stu0428,amrita bedi,femal,21,81,46,40,14,15,196,39.2,85.92,danc
stu0429,chandran parsa,male,21,73,62,34,48,40,257,51.4,80.34,drama
stu0430,jairaj johal,male,18,55,64,2,5,49,175,35.0,75.13,scienc club
stu0431,manya chaudhari,femal,17,21,42,48,19,42,172,34.4,83.72,music
stu0433,netra dixit,femal,18,64,6,27,79,19,195,39.0,64.9,scienc club
stu0435,gavin ahluwalia,male,20,92,30,81,84,86,373,74.6,74.57,scienc club
stu0436,panini modi,femal,21,36,3,77,28,20,164,32.8,95.87,drama
stu0438,frederick bora,male,18,33,90,50,41,53,267,53.4,83.7,scienc club
stu0439,zehaan sarma,male,21,76,47,68,69,25,285,57.0,97.46,danc
stu0440,hitesh khare,male,19,93,69,33,19,87,301,60.2,99.07,sport
stu0441,ranbir kade,male,19,55,5,29,47,45,181,36.2,60.05,scienc club
stu0443,wakeeta kurian,femal,19,61,66,41,66,88,322,64.4,91.56,danc
stu0444,upkaar nadig,male,19,63,20,9,16,4,112,22.4,64.1,sport
stu0445,aarini sur,femal,18,70,70,66,86,93,385,77.0,60.28,sport
stu0446,gopal prabhakar,male,17,27,55,13,40,78,213,42.6,81.25,drama
stu0447,lavanya borra,femal,17,94,40,1,21,34,190,38.0,83.36,music
stu0448,aahana atwal,femal,17,48,67,36,83,7,241,48.2,75.11,drama
stu0449,nikita vasa,femal,17,33,56,49,82,26,246,49.2,95.33,danc
stu0450,patrick gara,male,21,28,68,78,69,89,332,66.4,68.68,sport
stu0451,pahal minha,femal,17,35,37,97,30,44,243,48.6,73.43,sport
stu0453,yashoda rana,femal,20,12,50,28,52,72,214,42.8,82.36,music
stu0454,qadim badami,male,19,7,13,5,31,99,155,31.0,70.36,drama
stu0455,matthew bakshi,male,22,21,92,73,37,40,263,52.6,65.99,danc
stu0456,raghav kuruvilla,male,21,45,95,63,63,95,361,72.2,67.69,scienc club
stu0457,vinaya karan,femal,20,15,63,87,13,71,249,49.8,78.98,sport
stu0458,lopa jha,femal,22,99,7,26,88,18,238,47.6,99.27,scienc club
stu0459,niharika uppal,femal,20,99,54,33,62,63,311,62.2,72.09,drama
stu0461,balvan din,male,20,26,1,78,60,83,248,49.6,85.46,sport
stu0463,aachal buch,femal,17,41,72,20,35,8,176,35.2,73.02,music
stu0464,balvan chaudhari,male,22,9,27,82,97,41,256,51.2,74.83,sport
stu0465,aarna rege,femal,19,93,92,33,40,72,330,66.0,90.8,sport
stu0466,saumya karan,femal,22,49,67,26,76,37,255,51.0,86.15,drama
stu0468,chasmum chowdhuri,femal,18,22,50,17,40,46,175,35.0,89.15,music
stu0469,max maharaj,male,21,12,7,52,98,57,226,45.2,88.08,scienc club
stu0470,darsh bir,male,18,4,96,93,60,83,336,67.2,89.13,scienc club
stu0472,ekavir dalal,male,17,45,82,94,56,6,283,56.6,81.67,sport
stu0474,atharv chandran,male,17,32,86,47,82,78,325,65.0,65.11,drama
stu0475,georg shah,male,22,60,86,64,69,40,319,63.8,72.88,drama
stu0476,rachana kamdar,femal,20,29,83,87,37,51,287,57.4,95.82,sport
stu0477,divya sundaram,femal,17,82,74,89,44,26,315,63.0,88.63,sport
stu0478,tamanna merchant,femal,22,26,39,56,0,48,169,33.8,66.01,drama
stu0479,darika dalal,femal,17,99,96,82,94,60,431,86.2,60.8,drama
stu0480,watika mukherje,femal,21,62,38,46,85,41,272,54.4,93.54,music
stu0481,rushil deo,male,17,92,8,98,70,89,357,71.4,79.56,sport
stu0482,jairaj srivastava,male,20,27,7,43,6,38,121,24.2,90.99,music
stu0483,siya prabhu,femal,18,11,79,46,47,82,265,53.0,87.65,drama
stu0484,chaitali maharaj,femal,20,92,66,19,3,11,191,38.2,62.96,music
stu0485,charvi patil,femal,19,34,78,38,71,38,259,51.8,93.69,drama
stu0486,lakshit varkey,male,22,72,40,65,95,3,275,55.0,62.17,music
stu0487,qadim palla,male,21,19,77,89,61,47,293,58.6,98.4,sport
stu0488,yuvraj ganguli,male,18,14,82,33,69,32,230,46.0,85.57,music
stu0489,guneet patla,male,20,80,82,77,42,50,331,66.2,65.72,music
stu0490,yashasvi gulati,femal,18,55,34,91,81,45,306,61.2,83.62,drama
stu0491,divya modi,femal,18,57,91,71,12,42,273,54.6,76.17,scienc club
stu0492,ubika raman,femal,17,42,43,25,67,31,208,41.6,68.49,music
stu0493,warhi sagar,femal,21,55,53,62,44,22,236,47.2,73.19,sport
stu0494,chatura singh,male,21,53,58,38,39,13,201,40.2,65.74,scienc club
stu0496,nathaniel kaur,male,22,34,23,62,79,67,265,53.0,96.59,scienc club
stu0497,prisha kalla,femal,20,43,69,93,53,66,324,64.8,82.98,scienc club
stu0498,vansha bhatt,femal,17,33,0,53,79,63,228,45.6,70.72,music
stu0499,divya shetti,femal,20,77,3,73,17,44,214,42.8,64.46,drama
stu0501,naveen lall,male,19,99,40,62,77,90,368,73.6,84.93,drama
stu0503,anvi chokshi,femal,22,99,70,12,83,2,266,53.2,84.41,drama
stu0504,samesh gandhi,male,20,93,17,9,9,51,179,35.8,87.5,scienc club
stu0505,vamakshi oommen,femal,17,95,20,85,2,79,281,56.2,88.89,music
stu0506,ayushman sandhu,male,18,42,22,15,35,34,148,29.6,76.95,scienc club
stu0507,anvi cherian,femal,22,64,65,72,95,88,384,76.8,74.11,music
stu0508,hemang bera,male,20,20,91,83,47,21,262,52.4,79.14,music
stu0509,nidra keer,femal,17,39,91,79,91,3,303,60.6,68.34,drama
stu0511,kabir dara,male,18,57,98,95,79,30,359,71.8,63.87,sport
stu0512,qabil shah,male,17,88,86,73,18,75,340,68.0,86.0,danc
stu0514,zaitra oza,femal,17,58,58,60,88,33,297,59.4,81.38,drama
stu0515,anusha sen,femal,21,99,13,58,17,3,190,38.0,96.26,music
stu0516,yuvraj ghose,male,22,42,90,71,35,84,322,64.4,88.41,sport
stu0517,oliv karnik,male,20,63,88,96,63,33,343,68.6,76.98,music
stu0518,neel tak,male,17,16,94,46,68,49,273,54.6,78.11,scienc club
stu0519,ronith parikh,male,18,92,35,97,74,38,336,67.2,67.63,scienc club
stu0521,amrita dalal,femal,17,41,45,95,58,86,325,65.0,94.08,danc
stu0522,pahal raju,femal,18,97,52,18,44,58,269,53.8,68.77,drama
stu0523,qadim bora,male,20,51,53,19,60,68,251,50.2,93.08,scienc club
stu0524,qadim anand,male,17,44,84,27,1,49,205,41.0,93.5,danc
stu0526,ronith upadhyay,male,18,6,13,19,11,60,109,21.8,72.05,sport
stu0527,omisha subramanian,femal,18,70,1,23,96,5,195,39.0,81.96,sport
stu0528,yamini rajan,femal,17,37,17,7,61,95,217,43.4,94.56,music
stu0529,gagan mishra,male,21,41,100,19,100,69,329,65.8,81.81,sport
stu0530,rachit sabharw,male,18,38,59,28,38,64,227,45.4,78.59,danc
stu0531,siya nori,femal,18,34,34,77,29,61,235,47.0,87.83,scienc club
stu0532,gopal barad,male,17,52,21,46,87,15,221,44.2,74.84,danc
stu0534,yuvraj kala,male,17,72,36,41,30,37,216,43.2,65.69,danc
stu0535,yauvani sheth,femal,22,72,90,99,49,9,319,63.8,82.44,scienc club
stu0536,amruta sura,femal,18,21,95,6,65,5,192,38.4,85.89,scienc club
stu0538,gavin purohit,male,19,20,92,24,19,10,165,33.0,64.75,sport
stu0539,dhruv vya,male,21,21,12,12,86,85,216,43.2,93.34,music
stu0540,abhimanyu kurian,male,21,13,95,16,85,49,258,51.6,86.69,music
stu0541,william kara,male,21,11,50,47,33,40,181,36.2,92.97,music
stu0542,shaurya chaudri,male,20,17,85,22,66,47,237,47.4,81.56,scienc club
stu0543,hiral ramakrishnan,femal,22,86,82,87,72,64,391,78.2,93.58,music
stu0544,ranbir chand,male,20,46,2,31,1,53,133,26.6,96.21,music
stu0545,lakshmi munshi,femal,20,3,72,39,31,26,171,34.2,68.57,scienc club
stu0546,saanvi jayaraman,femal,18,24,20,65,36,39,184,36.8,82.81,drama
stu0547,nathaniel guha,male,18,44,90,0,18,16,168,33.6,77.64,scienc club
stu0548,nikita bajwa,femal,18,97,84,85,54,68,388,77.6,65.83,music
stu0549,lucki kant,male,19,81,25,87,52,1,246,49.2,91.53,sport
stu0550,vamakshi din,femal,18,54,21,62,78,62,277,55.4,74.89,danc
stu0551,baghyawati mandal,femal,18,40,1,19,19,67,146,29.2,84.5,scienc club
stu0552,bina chander,femal,22,76,76,98,84,98,432,86.4,82.34,drama
stu0553,amara choudhuri,femal,18,78,14,68,54,19,233,46.6,70.49,sport
stu0555,qushi mohanti,femal,20,48,90,15,100,78,331,66.2,99.52,scienc club
stu0557,waida yohannan,femal,22,26,89,46,76,76,313,62.6,92.08,sport
stu0558,kalpit hegd,male,19,0,69,49,83,99,300,60.0,73.62,scienc club
stu0560,nitara mangat,femal,22,99,49,33,26,14,221,44.2,70.62,scienc club
stu0561,maana sanghvi,male,18,98,74,79,23,81,355,71.0,93.73,danc
stu0562,fariq sahni,male,20,10,34,54,12,66,176,35.2,95.86,scienc club
stu0563,warda swami,femal,18,23,40,50,68,4,185,37.0,78.84,music
stu0564,chakradev saxena,male,17,94,50,71,92,13,320,64.0,76.13,drama
stu0566,teerth memon,male,20,24,7,40,30,16,117,23.4,66.57,drama
stu0567,baljiwan kant,male,19,7,85,40,75,94,301,60.2,65.78,drama
stu0568,netra lala,femal,17,44,54,82,84,2,266,53.2,69.66,scienc club
stu0569,agastya zachariah,male,19,17,77,13,24,27,158,31.6,69.43,scienc club
stu0570,ekaja khosla,femal,21,56,82,49,73,82,342,68.4,77.06,scienc club
stu0571,vinaya tella,femal,20,32,85,84,53,62,316,63.2,67.45,sport
stu0572,udant mittal,male,22,89,10,33,65,17,214,42.8,86.37,music
stu0573,upkaar chada,male,19,41,94,8,22,62,227,45.4,88.49,danc
stu0574,timothi mann,male,18,35,28,13,65,52,193,38.6,87.35,music
stu0577,ekapad ben,male,21,4,86,72,47,10,219,43.8,99.98,drama
stu0579,pallavi misra,femal,19,55,89,17,38,83,282,56.4,61.94,danc
stu0580,hemal kota,femal,19,33,73,1,50,47,204,40.8,61.86,sport
stu0581,luke kulkarni,male,18,37,87,94,85,14,317,63.4,61.24,music
stu0583,upma rajagopalan,femal,21,83,48,98,32,86,347,69.4,67.14,scienc club
stu0584,nathaniel ghosh,male,19,30,68,76,84,15,273,54.6,65.21,scienc club
stu0585,madhavi dalal,femal,22,11,45,93,41,81,271,54.2,62.33,drama
stu0586,warind ratti,male,19,37,25,17,27,19,125,25.0,81.22,music
stu0587,max vig,male,21,59,41,57,92,28,277,55.4,93.92,sport
stu0588,georg ganesan,male,22,1,56,60,66,86,269,53.8,68.79,drama
stu0589,ekalinga natt,male,22,81,58,52,42,75,308,61.6,80.75,music
stu0590,jack munshi,male,20,7,92,9,68,5,181,36.2,98.72,music
stu0592,sanya wabl,femal,17,80,28,69,20,63,260,52.0,86.48,music
stu0597,gauri sampath,femal,17,83,87,51,58,14,293,58.6,94.03,danc
stu0598,pranav singhal,male,22,40,69,81,16,98,304,60.8,70.39,scienc club
stu0599,yachana dugal,femal,20,8,21,100,82,97,308,61.6,68.7,sport
stu0601,michael dara,male,17,38,73,4,34,16,165,33.0,76.41,music
stu0603,nichola deep,male,22,84,88,47,96,24,339,67.8,85.81,danc
stu0604,prisha nagarajan,femal,17,50,76,69,39,16,250,50.0,90.33,scienc club
stu0606,chandani bhardwaj,femal,18,66,19,29,91,44,249,49.8,63.23,scienc club
stu0607,girik biswa,male,18,74,78,74,73,4,303,60.6,80.08,scienc club
stu0608,fariq maharaj,male,19,29,18,12,56,98,213,42.6,96.1,music
stu0609,bakhshi mohan,male,22,96,40,58,7,78,279,55.8,73.35,scienc club
stu0610,radhika puri,femal,22,85,23,54,65,6,233,46.6,68.76,scienc club
stu0611,jacob upadhyay,male,20,99,12,56,8,93,268,53.6,80.8,drama
stu0612,vidhi soni,femal,18,94,94,49,17,50,304,60.8,75.17,drama
stu0614,ayush solanki,male,22,49,43,37,99,9,237,47.4,90.51,drama
stu0617,bahadurjit deshpand,male,22,51,17,23,47,3,141,28.2,62.93,danc
stu0618,ryan narula,male,21,24,97,54,9,14,198,39.6,65.13,sport
stu0619,aishani soni,femal,17,32,35,79,85,91,322,64.4,84.28,music
stu0620,ranveer naik,male,20,44,28,95,31,55,253,50.6,91.41,danc
stu0621,hemani nanda,femal,18,3,99,59,29,15,205,41.0,80.15,danc
stu0622,shaurya minha,male,21,31,75,17,53,41,217,43.4,74.74,danc
stu0623,ishani patla,femal,21,70,68,10,99,79,326,65.2,65.59,sport
stu0624,radha natarajan,femal,22,14,19,12,41,41,127,25.4,95.62,scienc club
stu0625,wakeeta sem,femal,17,25,16,88,53,41,223,44.6,64.23,drama
stu0626,samaksh mishra,male,22,58,21,11,83,16,189,37.8,68.77,drama
stu0627,divya dhawan,femal,18,5,48,67,77,41,238,47.6,74.71,scienc club
stu0628,ojasvi rajan,femal,20,48,95,46,23,93,305,61.0,99.02,music
stu0629,aachal dixit,femal,18,33,99,54,43,49,278,55.6,99.43,drama
stu0631,bhavani gala,femal,19,11,27,47,95,63,243,48.6,79.4,drama
stu0632,harrison dutta,male,17,63,6,2,61,20,152,30.4,88.56,scienc club
stu0633,hemal basu,femal,22,1,93,63,47,49,253,50.6,61.39,music
stu0634,ayushman suresh,male,21,16,33,71,43,84,247,49.4,87.2,music
stu0635,shaurya jha,male,17,79,88,79,81,76,403,80.6,98.15,drama
stu0636,oeshi ghose,femal,20,17,19,46,16,88,186,37.2,74.31,drama
stu0638,samaksh sura,male,19,87,51,28,64,20,250,50.0,62.32,sport
stu0639,bhanumati malhotra,femal,21,51,33,14,93,81,272,54.4,74.83,sport
stu0640,indira sama,femal,18,16,61,60,20,40,197,39.4,71.16,drama
stu0641,girindra bansal,male,17,74,72,25,67,48,286,57.2,62.64,drama
stu0643,dalaja gole,femal,21,47,37,10,14,92,200,40.0,90.83,scienc club
stu0644,vyanjana naidu,femal,22,89,98,94,9,64,354,70.8,84.06,danc
stu0645,geetika gara,femal,20,39,100,79,74,100,392,78.4,78.35,music
stu0646,victor ganesan,male,20,93,28,7,23,35,186,37.2,87.29,scienc club
stu0647,oliv goda,male,22,91,42,24,70,59,286,57.2,76.02,danc
stu0648,gautami choudhri,femal,17,76,87,92,91,1,347,69.4,61.32,sport
stu0649,jasmit bir,femal,20,73,27,83,49,15,247,49.4,98.94,sport
stu0650,upasna ranganathan,femal,21,29,0,16,45,89,179,35.8,77.81,sport
stu0651,yochana goel,femal,22,84,64,79,31,95,353,70.6,94.17,drama
stu0652,adya shenoy,femal,22,62,17,26,68,58,231,46.2,76.71,drama
stu0653,imaran prasad,male,20,86,35,91,88,65,365,73.0,73.12,scienc club
stu0654,triveni peri,femal,22,35,10,99,1,96,241,48.2,74.96,drama
stu0655,panini trivedi,femal,17,15,44,16,37,20,132,26.4,78.88,music
stu0656,aachal bhandari,femal,22,81,95,13,78,20,287,57.4,71.43,music
stu0657,arjun sarkar,male,21,96,41,88,32,0,257,51.4,95.48,danc
stu0658,bahadurjit choudhari,male,21,100,50,28,57,3,238,47.6,86.19,danc
stu0659,ayush rao,male,19,15,35,12,44,89,195,39.0,93.29,drama
stu0661,mason bera,male,20,89,14,36,51,77,267,53.4,60.25,music
stu0662,yash mander,male,19,57,35,38,31,81,242,48.4,63.78,drama
stu0664,upadhr bord,femal,21,97,67,24,62,47,297,59.4,96.44,scienc club
stu0665,maya boas,femal,17,40,10,54,25,23,152,30.4,67.06,music
stu0666,rachita ravel,femal,21,59,69,79,91,12,310,62.0,84.29,drama
stu0667,keya shanker,femal,18,100,33,69,60,96,358,71.6,97.83,scienc club
stu0668,finn sachdeva,male,22,40,98,66,57,60,321,64.2,72.77,drama
stu0669,jagdish khalsa,male,22,53,18,81,94,15,261,52.2,63.19,scienc club
stu0670,qadim gole,male,18,71,8,53,24,28,184,36.8,81.69,music
stu0671,ekaja kota,femal,18,59,95,9,27,68,258,51.6,69.22,drama
stu0672,niharika krishna,femal,19,79,17,40,0,6,142,28.4,77.5,danc
stu0673,pooja iyer,femal,20,2,70,67,50,71,260,52.0,67.58,scienc club
stu0674,sanya bail,femal,18,95,28,43,25,19,210,42.0,98.86,sport
stu0675,oliv prashad,male,21,67,72,26,50,22,237,47.4,61.52,drama
stu0677,tamanna chhabra,femal,20,25,71,65,28,85,274,54.8,67.12,sport
stu0678,chatresh goda,male,20,53,99,14,41,47,254,50.8,97.22,sport
stu0680,vyanjana gopal,femal,22,2,24,58,84,13,181,36.2,89.94,drama
stu0681,nathaniel raman,male,19,84,15,22,62,61,244,48.8,80.09,music
stu0682,omisha dhar,femal,22,46,23,0,85,21,175,35.0,95.07,music
stu0683,bhavini choudhuri,femal,22,70,27,76,30,79,282,56.4,88.75,scienc club
stu0684,yatan nazareth,male,18,12,51,70,73,94,300,60.0,81.67,sport
stu0685,teerth viswanathan,male,20,18,75,96,20,85,294,58.8,78.68,danc
stu0686,qabil devan,male,18,35,19,41,19,28,142,28.4,66.65,danc
stu0687,chanakya sachdeva,male,21,77,93,44,26,58,298,59.6,64.04,sport
stu0688,aarna gola,femal,22,38,37,66,89,96,326,65.2,70.72,music
stu0689,warja murthi,male,20,30,26,46,33,99,234,46.8,85.0,music
stu0690,hema acharya,femal,22,42,87,20,83,55,287,57.4,92.47,music
stu0691,neha palan,femal,21,74,12,61,0,33,180,36.0,71.04,danc
stu0692,michael balakrishnan,male,18,90,96,72,5,15,278,55.6,71.51,music
stu0693,arunima khanna,femal,18,10,74,8,2,38,132,26.4,64.01,sport
stu0694,siya gola,femal,21,78,55,90,39,52,314,62.8,76.12,danc
stu0695,oviya padmanabhan,femal,18,62,61,82,40,74,319,63.8,96.99,sport
stu0697,yug kashyap,male,21,50,88,35,89,77,339,67.8,95.68,sport
stu0698,sara chada,femal,22,81,78,26,2,18,205,41.0,88.97,music
stu0699,samarth kapadia,male,20,91,35,46,56,25,253,50.6,99.45,music
stu0700,pushti chaudri,femal,17,33,53,1,71,66,224,44.8,70.75,danc
stu0701,rayaan misra,male,17,92,28,85,100,52,357,71.4,96.35,drama
stu0702,upkaar savant,male,17,100,51,53,30,99,333,66.6,98.97,drama
stu0703,harish ahluwalia,male,20,34,28,67,41,36,206,41.2,99.04,danc
stu0704,max hayer,male,21,23,27,39,71,25,185,37.0,82.42,sport
stu0705,yauvani arora,femal,21,23,59,51,7,79,219,43.8,86.23,drama
stu0706,alexand nair,male,19,32,75,22,1,54,184,36.8,62.02,drama
stu0707,ojasvi modi,femal,19,16,43,71,89,6,225,45.0,67.27,sport
stu0708,ekiya edwin,femal,19,54,0,44,18,93,209,41.8,65.84,sport
stu0709,aarini gaba,femal,22,88,93,12,53,41,287,57.4,77.2,drama
stu0710,chavvi agraw,femal,18,13,21,39,9,56,138,27.6,91.39,drama
stu0711,henri char,male,21,79,81,40,13,26,239,47.8,87.39,scienc club
stu0713,girish doctor,male,17,14,47,4,47,33,145,29.0,60.23,sport
stu0715,hemal singhal,femal,21,96,16,64,74,18,268,53.6,85.72,danc
stu0716,madhavi nair,femal,17,53,40,31,88,57,269,53.8,92.8,music
stu0717,zehaan buch,male,19,71,42,69,5,99,286,57.2,91.6,drama
stu0718,tristan magar,male,18,65,77,64,47,36,289,57.8,80.95,scienc club
stu0719,lipika keer,femal,19,1,51,4,73,40,169,33.8,64.3,music
stu0720,rachana panchal,femal,19,89,7,37,4,96,233,46.6,76.18,scienc club
stu0721,ekiya wason,femal,22,43,28,97,24,88,280,56.0,90.4,sport
stu0722,libni chaudhri,femal,20,37,74,84,45,25,265,53.0,89.49,music
stu0723,yutika kaul,femal,19,19,88,69,86,42,304,60.8,90.41,scienc club
stu0724,vrinda virk,femal,21,21,66,39,7,51,184,36.8,98.29,scienc club
stu0725,oliv dutta,male,20,79,43,14,93,62,291,58.2,65.39,drama
stu0726,jeremiah kumer,male,20,22,9,6,23,22,82,16.4,86.77,sport
stu0727,manan randhawa,male,21,58,53,78,45,21,255,51.0,88.56,sport
stu0729,meghana chahal,femal,20,3,39,78,61,61,242,48.4,86.83,drama
stu0730,logan chacko,male,17,23,90,71,76,80,340,68.0,76.51,scienc club
stu0731,ishanvi narula,femal,22,29,40,67,71,4,211,42.2,99.94,scienc club
stu0732,urvashi chhabra,femal,17,89,65,13,5,50,222,44.4,91.87,sport
stu0734,vasatika dalia,femal,17,45,18,51,80,49,243,48.6,62.39,music
stu0735,hredhaan chaudhari,male,20,82,6,15,84,90,277,55.4,81.17,danc
stu0736,ladli mallick,femal,20,62,18,14,25,54,173,34.6,88.13,scienc club
stu0737,ganga choudhri,femal,20,86,63,11,92,17,269,53.8,64.66,danc
stu0738,brijesh sriniva,male,19,26,12,22,59,6,125,25.0,93.82,scienc club
stu0739,charita salvi,femal,18,73,92,57,86,90,398,79.6,80.57,sport
stu0740,baghyawati bhatia,femal,17,93,83,18,46,91,331,66.2,78.12,drama
stu0741,vinaya solanki,femal,20,29,18,13,30,5,95,19.0,92.05,sport
stu0742,yadavi wason,femal,17,58,79,87,90,84,398,79.6,96.43,scienc club
stu0743,yasti sarraf,femal,20,56,36,7,68,56,223,44.6,67.95,drama
stu0745,gauri sheth,femal,21,43,64,22,27,83,239,47.8,77.38,drama
stu0747,theodor krish,male,22,16,57,43,88,12,216,43.2,82.42,danc
stu0748,rushil dara,male,19,46,48,64,21,2,181,36.2,95.39,drama
stu0750,azad nadig,male,21,12,33,94,10,5,154,30.8,78.67,sport
stu0751,libni tata,femal,22,27,95,67,11,98,298,59.6,96.99,drama
stu0753,nitesh pandey,male,20,44,88,75,70,99,376,75.2,97.56,scienc club
stu0754,ekantika baria,femal,18,62,82,29,9,16,198,39.6,78.66,scienc club
stu0755,finn nagar,male,22,61,56,17,91,81,306,61.2,71.77,scienc club
stu0756,max prabhu,male,18,59,16,54,13,46,188,37.6,84.61,scienc club
stu0757,abdul yohannan,male,19,56,17,22,37,64,196,39.2,87.73,drama
stu0758,shravya dani,femal,20,95,10,39,32,82,258,51.6,93.46,drama
stu0759,pushti palla,femal,17,46,24,100,61,1,232,46.4,80.36,drama
stu0760,maana dhawan,male,21,94,38,58,76,48,314,62.8,75.22,music
stu0761,vivaan brar,male,17,69,65,46,8,17,205,41.0,75.14,sport
stu0762,warja dani,male,19,38,97,77,69,79,360,72.0,84.76,scienc club
stu0763,oja sarna,male,21,11,91,47,88,35,272,54.4,70.89,sport
stu0764,riya sidhu,femal,17,21,89,92,23,73,298,59.6,91.89,scienc club
stu0765,hredhaan ram,male,17,66,61,30,52,52,261,52.2,95.04,scienc club
stu0766,jhalak balakrishnan,femal,19,22,79,12,9,43,165,33.0,64.53,sport
stu0767,vihaan mital,male,20,29,58,74,15,64,240,48.0,79.08,music
stu0769,fari prabhu,male,18,58,67,42,49,53,269,53.8,96.75,sport
stu0770,farhan nagi,male,22,1,59,39,49,13,161,32.2,83.62,danc
stu0771,balveer iyengar,male,17,38,60,86,35,48,267,53.4,96.1,sport
stu0773,wyatt bora,male,20,55,52,65,93,19,284,56.8,79.71,music
stu0774,upasna sagar,femal,18,18,40,80,6,29,173,34.6,98.69,scienc club
stu0775,fiyaz ramachandran,male,22,33,65,98,20,18,234,46.8,71.73,music
stu0776,devansh kothari,male,21,38,93,99,61,84,375,75.0,91.08,sport
stu0777,ati khurana,femal,18,36,15,12,12,52,127,25.4,97.18,drama
stu0778,ayushman vohra,male,17,33,92,29,29,98,281,56.2,91.38,sport
stu0780,isaiah bhandari,male,21,94,87,99,41,21,342,68.4,61.92,drama
stu0781,fara shankar,male,22,29,40,95,88,78,330,66.0,69.81,music
stu0782,hema thaker,femal,18,78,95,22,2,62,259,51.8,94.51,scienc club
stu0785,harrison wali,male,17,4,54,52,39,84,233,46.6,70.74,sport
stu0786,samar mohanti,male,17,88,87,40,30,6,251,50.2,79.34,danc
stu0787,luke mall,male,20,73,68,79,19,41,280,56.0,66.45,danc
stu0788,aayush gala,male,22,82,87,91,83,11,354,70.8,78.13,sport
stu0789,alexand shankar,male,18,72,27,77,1,56,233,46.6,74.75,music
stu0790,isaac kohli,male,22,40,49,29,50,79,247,49.4,82.6,sport
stu0791,yashica mitter,femal,22,63,92,8,29,9,201,40.2,86.29,sport
stu0792,priya sami,femal,18,64,5,69,94,17,249,49.8,69.73,music
stu0793,yatin pillay,male,17,65,53,19,71,36,244,48.8,87.39,scienc club
stu0794,yashica mandal,femal,18,77,11,89,73,79,329,65.8,63.64,scienc club
stu0795,advik sarkar,male,21,15,25,42,14,47,143,28.6,94.66,drama
stu0796,lila nagarajan,femal,19,38,18,67,46,66,235,47.0,97.23,danc
stu0798,lila chakraborti,femal,21,85,73,65,13,95,331,66.2,96.43,drama
stu0799,lohit sarma,male,18,12,65,39,13,11,140,28.0,78.92,danc
stu0800,lakshit vig,male,19,15,18,47,92,97,269,53.8,61.88,music
stu0801,anamika wadhwa,femal,17,6,23,28,57,10,124,24.8,67.28,danc
stu0802,advaith andra,male,18,73,23,57,50,51,254,50.8,77.75,danc
stu0803,sneha balay,femal,19,21,94,91,62,1,269,53.8,99.37,scienc club
stu0804,mitesh panchal,male,19,70,49,21,96,18,254,50.8,78.1,drama
stu0805,ekavir uppal,male,19,26,53,37,62,44,222,44.4,97.66,scienc club
