Roll No,Name,Gender,Age,Maths,Physics,Chemistry,English,Computer,Total Marks,Percentage,Attendance (%),Extra Curricular,Maths_Standardized,Gender_Encoded,Extra Curricular_Dance,Extra Curricular_Drama,Extra Curricular_Music,Extra Curricular_None,Extra Curricular_Science Club,Extra Curricular_Sports
STU0175,Vedant Maharaj,Male,18,54,17,0,66,58,195,39.0,81.38,None,0.13738570199489894,1,0.0,0.0,0.0,1.0,0.0,0.0
STU0176,Abha Bajwa,Female,18,73,93,40,73,12,291,58.2,87.78,Dance,0.7912755661990777,0,1.0,0.0,0.0,0.0,0.0,0.0
STU0177,Warinder Saha,Male,21,28,48,35,64,99,274,54.8,68.76,Science Club,-0.7574109542845036,1,0.0,0.0,0.0,0.0,1.0,0.0
STU0178,Indali Dhaliwal,Female,19,39,0,69,45,95,248,49.6,60.12,None,-0.3788431381662948,0,0.0,0.0,0.0,1.0,0.0,0.0
STU0179,Jagat Thaman,Male,17,4,33,76,69,51,233,46.6,93.21,Sports,-1.5833770985424134,1,0.0,0.0,0.0,0.0,0.0,1.0
STU0180,Vidhi Chaudry,Female,20,71,22,43,16,87,239,47.8,92.3,Science Club,0.7224450541775852,0,0.0,0.0,0.0,0.0,1.0,0.0
STU0181,Anjali De,Female,18,95,86,71,5,19,276,55.2,70.62,Drama,1.5484111984354951,0,0.0,1.0,0.0,0.0,0.0,0.0
STU0182,Bhavya Sama,Female,20,29,51,13,92,53,238,47.6,78.86,Dance,-0.7229956982737573,0,1.0,0.0,0.0,0.0,0.0,0.0
STU0183,Upma Barad,Female,20,73,81,61,20,12,247,49.4,62.65,Sports,0.7912755661990777,0,0.0,0.0,0.0,0.0,0.0,1.0
STU0184,Dakshesh Varghese,Male,17,90,10,7,77,12,196,39.2,78.58,Dance,1.376334918381764,1,1.0,0.0,0.0,0.0,0.0,0.0
STU0185,Pallavi Lala,Female,22,18,59,78,72,84,311,62.2,63.8,None,-1.101563514391966,0,0.0,0.0,0.0,1.0,0.0,0.0
STU0186,Chameli Radhakrishnan,Female,21,22,10,27,15,11,85,17.0,79.56,Science Club,-0.963902490348981,0,0.0,0.0,0.0,0.0,1.0,0.0
STU0187,Arunima Deshmukh,Female,17,59,32,6,83,9,189,37.8,63.7,None,0.3094619820486302,0,0.0,0.0,0.0,1.0,0.0,0.0
STU0188,Gautam Parikh,Male,18,93,3,95,38,82,311,62.2,91.35,Music,1.4795806864140026,1,0.0,0.0,1.0,0.0,0.0,0.0
STU0189,Kamya Bumb,Female,20,17,86,88,45,2,238,47.6,87.71,Dance,-1.1359787704027122,0,1.0,0.0,0.0,0.0,0.0,0.0
STU0190,Onkar Bal,Male,21,23,92,98,8,5,226,45.2,76.14,Drama,-0.9294872343382348,1,0.0,1.0,0.0,0.0,0.0,0.0
STU0191,Dhriti Bhardwaj,Female,21,16,85,68,65,36,270,54.0,65.59,Science Club,-1.1703940264134585,0,0.0,0.0,0.0,0.0,1.0,0.0
STU0192,Leena Agrawal,Female,19,98,47,43,89,67,344,68.8,84.48,Drama,1.6516569664677339,0,0.0,1.0,0.0,0.0,0.0,0.0
STU0193,Sneha Yohannan,Female,18,14,39,26,65,83,227,45.4,87.45,None,-1.239224538434951,0,0.0,0.0,0.0,1.0,0.0,0.0
STU0194,Rushil Sanghvi,Male,20,17,15,66,24,94,216,43.2,93.14,Drama,-1.1359787704027122,1,0.0,1.0,0.0,0.0,0.0,0.0
STU0195,Ekavir Bumb,Male,19,82,13,37,61,39,232,46.4,68.68,None,1.101012870295794,1,0.0,0.0,0.0,1.0,0.0,0.0
STU0196,Ranveer Gade,Male,21,96,32,4,10,87,229,45.8,79.52,Music,1.5828264544462414,1,0.0,0.0,1.0,0.0,0.0,0.0
STU0197,Chakrika Bahl,Female,18,31,3,34,21,0,89,17.8,87.06,Music,-0.6541651862522648,0,0.0,0.0,1.0,0.0,0.0,0.0
STU0198,Raghav Dani,Male,20,36,7,59,68,71,241,48.2,94.53,None,-0.48208890619853356,1,0.0,0.0,0.0,1.0,0.0,0.0
STU0199,Zinal Ram,Female,18,7,55,93,79,38,272,54.4,89.26,None,-1.4801313305101746,0,0.0,0.0,0.0,1.0,0.0,0.0
STU0200,Zarna Kant,Female,19,1,79,75,4,77,236,47.2,92.01,Drama,-1.6866228665746523,0,0.0,1.0,0.0,0.0,0.0,0.0
STU0201,Mitali Varma,Female,18,14,25,13,93,12,157,31.4,91.13,Dance,-1.239224538434951,0,1.0,0.0,0.0,0.0,0.0,0.0
STU0202,Ekanta Kata,Female,19,24,35,44,100,24,227,45.4,98.38,Drama,-0.8950719783274885,0,0.0,1.0,0.0,0.0,0.0,0.0
STU0203,Adweta Gopal,Female,19,79,90,77,21,97,364,72.8,72.63,Drama,0.9977671022635551,0,0.0,1.0,0.0,0.0,0.0,0.0
STU0204,Jacob Deshmukh,Male,22,36,11,15,52,14,128,25.6,84.35,Sports,-0.48208890619853356,1,0.0,0.0,0.0,0.0,0.0,1.0
STU0205,Azad Mohan,Male,22,77,54,58,72,7,268,53.6,81.05,Drama,0.9289365902420627,1,0.0,1.0,0.0,0.0,0.0,0.0
STU0206,Vaishnavi Sekhon,Female,21,90,18,62,93,31,294,58.8,70.69,Music,1.376334918381764,0,0.0,0.0,1.0,0.0,0.0,0.0
STU0207,Neel Muni,Male,21,41,25,56,20,55,197,39.4,93.93,Music,-0.3100126261448023,1,0.0,0.0,1.0,0.0,0.0,0.0
STU0208,Shivani Jhaveri,Female,21,56,47,78,22,96,299,59.8,79.45,Drama,0.20621621401639142,0,0.0,1.0,0.0,0.0,0.0,0.0
STU0209,Varsha Lall,Female,18,24,7,18,59,94,202,40.4,69.87,Sports,-0.8950719783274885,0,0.0,0.0,0.0,0.0,0.0,1.0
STU0210,Rudra Modi,Male,22,42,72,4,25,51,194,38.8,68.8,Sports,-0.27559737013405605,1,0.0,0.0,0.0,0.0,0.0,1.0
STU0211,Tanay Sani,Male,18,25,6,78,62,71,242,48.4,83.88,Music,-0.8606567223167423,1,0.0,0.0,1.0,0.0,0.0,0.0
STU0212,Maanav Dar,Male,20,47,56,33,47,85,268,53.6,82.84,Dance,-0.10352109008032481,1,1.0,0.0,0.0,0.0,0.0,0.0
STU0213,Upadhriti Yohannan,Female,18,48,100,28,100,86,362,72.4,96.75,Sports,-0.06910583406957856,0,0.0,0.0,0.0,0.0,0.0,1.0
STU0214,Nathaniel Jaggi,Male,21,10,42,59,81,17,209,41.8,80.34,Drama,-1.376885562477936,1,0.0,1.0,0.0,0.0,0.0,0.0
STU0215,Yahvi Mitra,Female,21,46,3,4,8,32,93,18.6,78.41,Music,-0.13793634609107105,0,0.0,0.0,1.0,0.0,0.0,0.0
STU0216,Tejas Bhalla,Male,18,53,41,90,31,48,263,52.6,99.16,Science Club,0.10297044598415268,1,0.0,0.0,0.0,0.0,1.0,0.0
STU0217,Banjeet Talwar,Male,22,4,49,11,18,65,147,29.4,78.8,Sports,-1.5833770985424134,1,0.0,0.0,0.0,0.0,0.0,1.0
STU0218,Harshil Buch,Male,18,24,72,23,24,70,213,42.6,87.61,None,-0.8950719783274885,1,0.0,0.0,0.0,1.0,0.0,0.0
STU0219,Isaiah Choudhury,Male,18,38,17,68,53,41,217,43.4,79.04,Dance,-0.413258394177041,1,1.0,0.0,0.0,0.0,0.0,0.0
STU0220,Wriddhish Barman,Male,19,5,12,61,18,57,153,30.6,63.67,Dance,-1.5489618425316671,1,1.0,0.0,0.0,0.0,0.0,0.0
STU0221,Bhavini Hora,Female,18,43,9,100,64,93,309,61.8,98.89,None,-0.2411821141233098,0,0.0,0.0,0.0,1.0,0.0,0.0
STU0222,Qasim Yogi,Male,22,56,29,97,86,74,342,68.4,60.72,None,0.20621621401639142,1,0.0,0.0,0.0,1.0,0.0,0.0
STU0223,Maanav Dugal,Male,19,33,57,94,89,19,292,58.4,69.94,Dance,-0.5853346742307722,1,1.0,0.0,0.0,0.0,0.0,0.0
STU0224,Damyanti Pandya,Female,18,53,8,48,86,62,257,51.4,82.28,None,0.10297044598415268,0,0.0,0.0,0.0,1.0,0.0,0.0
STU0225,Kiaan Basak,Male,18,3,94,87,6,20,210,42.0,71.76,Drama,-1.6177923545531598,1,0.0,1.0,0.0,0.0,0.0,0.0
STU0226,Oscar Kapoor,Male,20,94,74,3,11,33,215,43.0,93.16,Sports,1.5139959424247489,1,0.0,0.0,0.0,0.0,0.0,1.0
STU0227,Omisha Mander,Female,19,40,9,14,11,91,165,33.0,97.32,Drama,-0.34442788215554854,0,0.0,1.0,0.0,0.0,0.0,0.0
STU0228,Lajita Buch,Female,21,56,80,84,11,25,256,51.2,72.78,Drama,0.20621621401639142,0,0.0,1.0,0.0,0.0,0.0,0.0
STU0229,Tarak Oak,Male,21,100,37,35,9,88,269,53.8,94.4,Drama,1.7204874784892263,1,0.0,1.0,0.0,0.0,0.0,0.0
STU0230,Ucchal Pant,Female,22,11,94,64,28,42,239,47.8,69.44,Music,-1.3424703064671897,0,0.0,0.0,1.0,0.0,0.0,0.0
STU0231,Anya Shenoy,Female,21,84,77,32,20,75,288,57.6,70.7,None,1.1698433823172865,0,0.0,0.0,0.0,1.0,0.0,0.0
STU0232,Rachit Varty,Male,19,84,28,20,56,17,205,41.0,64.84,Sports,1.1698433823172865,1,0.0,0.0,0.0,0.0,0.0,1.0
STU0233,Ubika Sarkar,Female,20,82,28,38,44,52,244,48.8,60.27,Drama,1.101012870295794,0,0.0,1.0,0.0,0.0,0.0,0.0
STU0234,Mahika Apte,Female,20,18,24,22,38,83,185,37.0,81.42,Science Club,-1.101563514391966,0,0.0,0.0,0.0,0.0,1.0,0.0
STU0235,Neel Thakkar,Male,22,45,19,48,49,14,175,35.0,93.59,Drama,-0.1723516021018173,1,0.0,1.0,0.0,0.0,0.0,0.0
STU0236,Aditya Sem,Male,17,89,49,81,95,7,321,64.2,62.12,Sports,1.3419196623710177,1,0.0,0.0,0.0,0.0,0.0,1.0
STU0237,Maanav Dave,Male,17,64,94,12,90,31,291,58.2,75.88,Science Club,0.4815382621023614,1,0.0,0.0,0.0,0.0,1.0,0.0
STU0238,Teerth Keer,Male,17,37,75,17,24,62,215,43.0,83.49,Music,-0.44767365018778726,1,0.0,0.0,1.0,0.0,0.0,0.0
STU0239,Forum Kant,Female,22,34,84,59,29,34,240,48.0,80.88,Science Club,-0.550919418220026,0,0.0,0.0,0.0,0.0,1.0,0.0
STU0240,Lajita Kapadia,Female,20,40,41,79,77,73,310,62.0,78.38,Drama,-0.34442788215554854,0,0.0,1.0,0.0,0.0,0.0,0.0
STU0241,Gagan Sengupta,Male,20,60,38,87,68,2,255,51.0,76.48,Dance,0.3438772380593764,1,1.0,0.0,0.0,0.0,0.0,0.0
STU0242,Ekanta Pandit,Female,20,7,48,68,59,76,258,51.6,93.45,Sports,-1.4801313305101746,0,0.0,0.0,0.0,0.0,0.0,1.0
STU0243,Bhavya Dey,Female,19,61,77,83,0,13,234,46.8,89.0,Dance,0.37829249407012266,0,1.0,0.0,0.0,0.0,0.0,0.0
STU0244,Veda Arya,Female,19,85,89,85,24,18,301,60.2,63.16,Dance,1.2042586383280327,0,1.0,0.0,0.0,0.0,0.0,0.0
STU0245,Chanakya Buch,Male,17,34,56,87,26,38,241,48.2,88.45,Drama,-0.550919418220026,1,0.0,1.0,0.0,0.0,0.0,0.0
STU0246,Ati Mahajan,Female,17,76,38,35,90,66,305,61.0,92.72,Sports,0.8945213342313164,0,0.0,0.0,0.0,0.0,0.0,1.0
STU0247,Odika Sachdeva,Female,19,34,10,3,94,51,192,38.4,60.92,Drama,-0.550919418220026,0,0.0,1.0,0.0,0.0,0.0,0.0
STU0248,Gayathri Pandey,Female,20,3,37,81,14,18,153,30.6,86.77,Sports,-1.6177923545531598,0,0.0,0.0,0.0,0.0,0.0,1.0
STU0249,Qushi Malhotra,Female,20,65,55,62,51,21,254,50.8,76.25,Sports,0.5159535181131076,0,0.0,0.0,0.0,0.0,0.0,1.0
STU0250,Nakul Dhingra,Male,21,24,49,45,54,85,257,51.4,89.09,Drama,-0.8950719783274885,1,0.0,1.0,0.0,0.0,0.0,0.0
STU0251,Jeremiah Dalal,Male,21,47,74,85,76,51,333,66.6,89.03,Sports,-0.10352109008032481,1,0.0,0.0,0.0,0.0,0.0,1.0
STU0252,Nikita Narain,Female,21,100,1,78,63,23,265,53.0,66.24,Music,1.7204874784892263,0,0.0,0.0,1.0,0.0,0.0,0.0
STU0253,Brijesh Soni,Male,19,70,74,32,86,52,314,62.8,64.53,Drama,0.688029798166839,1,0.0,1.0,0.0,0.0,0.0,0.0
STU0254,Atharv Mall,Male,20,65,25,4,93,65,252,50.4,80.12,None,0.5159535181131076,1,0.0,0.0,0.0,1.0,0.0,0.0
STU0255,Ikshita Sethi,Female,17,49,95,13,86,37,280,56.0,89.9,Dance,-0.03469057805883231,0,1.0,0.0,0.0,0.0,0.0,0.0
STU0256,Kabir Dugar,Male,19,14,68,52,0,37,171,34.2,93.26,None,-1.239224538434951,1,0.0,0.0,0.0,1.0,0.0,0.0
STU0257,Zarna Dasgupta,Female,17,37,13,60,83,25,218,43.6,71.37,Dance,-0.44767365018778726,0,1.0,0.0,0.0,0.0,0.0,0.0
STU0258,Omya Dhillon,Female,17,34,43,77,45,94,293,58.6,82.01,Sports,-0.550919418220026,0,0.0,0.0,0.0,0.0,0.0,1.0
STU0259,Rajata Patil,Female,22,30,83,75,96,40,324,64.8,95.39,Music,-0.6885804422630111,0,0.0,0.0,1.0,0.0,0.0,0.0
STU0260,Aryan Doctor,Male,19,26,1,43,46,6,122,24.4,94.42,None,-0.826241466305996,1,0.0,0.0,0.0,1.0,0.0,0.0
STU0261,Manya Kakar,Female,18,44,20,71,58,4,197,39.4,69.9,Sports,-0.20676685811256354,0,0.0,0.0,0.0,0.0,0.0,1.0
STU0262,Nandini Garde,Female,20,44,70,65,50,75,304,60.8,71.97,Sports,-0.20676685811256354,0,0.0,0.0,0.0,0.0,0.0,1.0
STU0263,Raksha Singhal,Female,21,56,87,83,14,51,291,58.2,96.18,Sports,0.20621621401639142,0,0.0,0.0,0.0,0.0,0.0,1.0
STU0264,Ekapad Konda,Male,22,32,91,58,64,78,323,64.6,75.94,Drama,-0.6197499302415185,1,0.0,1.0,0.0,0.0,0.0,0.0
STU0265,Naksh Sampath,Male,18,71,82,97,69,82,401,80.2,91.27,Dance,0.7224450541775852,1,1.0,0.0,0.0,0.0,0.0,0.0
STU0266,Nikita Ahluwalia,Female,21,18,89,60,21,7,195,39.0,69.57,None,-1.101563514391966,0,0.0,0.0,0.0,1.0,0.0,0.0
STU0267,Vansha Bhakta,Female,17,23,53,71,59,4,210,42.0,61.75,Sports,-0.9294872343382348,0,0.0,0.0,0.0,0.0,0.0,1.0
STU0268,Omkaar Gill,Male,21,24,76,31,74,89,294,58.8,85.08,Sports,-0.8950719783274885,1,0.0,0.0,0.0,0.0,0.0,1.0
STU0269,Amara Zacharia,Female,21,87,9,55,76,96,323,64.6,70.06,None,1.2730891503495252,0,0.0,0.0,0.0,1.0,0.0,0.0
STU0270,Tanish Sane,Male,20,84,60,87,0,58,289,57.8,70.35,Sports,1.1698433823172865,1,0.0,0.0,0.0,0.0,0.0,1.0
STU0271,Jatin Sem,Male,19,0,75,3,43,95,216,43.2,92.06,Dance,-1.7210381225853986,1,1.0,0.0,0.0,0.0,0.0,0.0
STU0272,Mohini Setty,Female,21,11,55,44,10,49,169,33.8,87.66,Sports,-1.3424703064671897,0,0.0,0.0,0.0,0.0,0.0,1.0
STU0273,Daksh Bhatt,Male,17,50,43,49,99,80,321,64.2,76.21,Drama,-0.0002753220480860619,1,0.0,1.0,0.0,0.0,0.0,0.0
STU0274,Vedant Varkey,Male,20,76,63,59,51,46,295,59.0,87.69,Drama,0.8945213342313164,1,0.0,1.0,0.0,0.0,0.0,0.0
STU0275,Balendra Bhattacharyya,Male,21,50,54,95,26,87,312,62.4,68.84,Drama,-0.0002753220480860619,1,0.0,1.0,0.0,0.0,0.0,0.0
STU0276,Anmol Comar,Male,19,4,93,24,0,15,136,27.2,69.55,Dance,-1.5833770985424134,1,1.0,0.0,0.0,0.0,0.0,0.0
STU0277,Faras Divan,Male,17,77,99,32,46,19,273,54.6,99.81,Sports,0.9289365902420627,1,0.0,0.0,0.0,0.0,0.0,1.0
STU0278,Vasatika Dave,Female,18,91,9,15,0,49,164,32.8,77.9,Drama,1.4107501743925102,0,0.0,1.0,0.0,0.0,0.0,0.0
STU0279,Yash Ramachandran,Male,18,5,84,89,27,20,225,45.0,85.55,Drama,-1.5489618425316671,1,0.0,1.0,0.0,0.0,0.0,0.0
STU0280,Ishita Chacko,Female,19,30,80,89,86,33,318,63.6,97.84,Drama,-0.6885804422630111,0,0.0,1.0,0.0,0.0,0.0,0.0
STU0281,Imaran Sachar,Male,22,95,0,91,21,36,243,48.6,86.43,Dance,1.5484111984354951,1,1.0,0.0,0.0,0.0,0.0,0.0
STU0282,Kavya Walla,Female,21,2,61,90,69,37,259,51.8,89.03,Science Club,-1.652207610563906,0,0.0,0.0,0.0,0.0,1.0,0.0
STU0283,Nidra Savant,Female,22,57,81,67,84,20,309,61.8,86.65,Science Club,0.24063147002713767,0,0.0,0.0,0.0,0.0,1.0,0.0
STU0284,Bahadurjit Divan,Male,19,21,56,88,15,71,251,50.2,93.37,Drama,-0.9983177463597273,1,0.0,1.0,0.0,0.0,0.0,0.0
STU0285,Deepa Varkey,Female,19,87,11,42,50,58,248,49.6,82.22,Science Club,1.2730891503495252,0,0.0,0.0,0.0,0.0,1.0,0.0
STU0286,Janaki Sankaran,Female,22,54,33,71,58,15,231,46.2,76.37,Dance,0.13738570199489894,0,1.0,0.0,0.0,0.0,0.0,0.0
STU0287,Devika Bawa,Female,18,34,2,94,20,6,156,31.2,94.76,Music,-0.550919418220026,0,0.0,0.0,1.0,0.0,0.0,0.0
STU0288,Ekta Sani,Female,19,2,66,20,91,32,211,42.2,95.22,Sports,-1.652207610563906,0,0.0,0.0,0.0,0.0,0.0,1.0
STU0289,Nitesh Ramanathan,Male,18,44,55,82,50,72,303,60.6,97.16,Drama,-0.20676685811256354,1,0.0,1.0,0.0,0.0,0.0,0.0
STU0290,Champak Bassi,Male,20,70,37,33,79,8,227,45.4,90.34,Dance,0.688029798166839,1,1.0,0.0,0.0,0.0,0.0,0.0
STU0291,Yahvi Rattan,Female,20,41,6,25,3,88,163,32.6,72.47,Drama,-0.3100126261448023,0,0.0,1.0,0.0,0.0,0.0,0.0
STU0292,Yashvi Pillay,Female,18,60,40,68,68,10,246,49.2,66.96,Science Club,0.3438772380593764,0,0.0,0.0,0.0,0.0,1.0,0.0
STU0293,Idika Purohit,Female,21,88,63,37,83,53,324,64.8,91.71,Dance,1.3075044063602714,0,1.0,0.0,0.0,0.0,0.0,0.0
STU0294,Gaurang Modi,Male,20,0,100,78,46,58,282,56.4,75.35,Dance,-1.7210381225853986,1,1.0,0.0,0.0,0.0,0.0,0.0
STU0295,Arya Chacko,Female,18,33,22,47,53,7,162,32.4,66.62,Music,-0.5853346742307722,0,0.0,0.0,1.0,0.0,0.0,0.0
STU0296,Panini Srivastava,Female,18,19,10,78,17,25,149,29.8,62.45,Drama,-1.0671482583812197,0,0.0,1.0,0.0,0.0,0.0,0.0
STU0297,Benjamin Varty,Male,21,48,29,43,29,62,211,42.2,97.69,Music,-0.06910583406957856,1,0.0,0.0,1.0,0.0,0.0,0.0
STU0298,Logan Contractor,Male,19,0,36,50,79,8,173,34.6,79.34,Drama,-1.7210381225853986,1,0.0,1.0,0.0,0.0,0.0,0.0
STU0299,Faras Varughese,Male,19,26,93,19,25,96,259,51.8,87.65,Music,-0.826241466305996,1,0.0,0.0,1.0,0.0,0.0,0.0
STU0300,Brijesh Gulati,Male,22,30,58,50,73,77,288,57.6,84.85,Science Club,-0.6885804422630111,1,0.0,0.0,0.0,0.0,1.0,0.0
STU0301,Gautami Boase,Female,17,48,2,59,33,19,161,32.2,86.96,None,-0.06910583406957856,0,0.0,0.0,0.0,1.0,0.0,0.0
STU0302,Yuvraj Narula,Male,21,79,99,22,54,93,347,69.4,73.85,Dance,0.9977671022635551,1,1.0,0.0,0.0,0.0,0.0,0.0
STU0303,Gagan Pant,Male,22,70,100,87,18,33,308,61.6,86.25,None,0.688029798166839,1,0.0,0.0,0.0,1.0,0.0,0.0
STU0304,Ekansh Shroff,Male,19,44,49,71,39,99,302,60.4,94.55,Music,-0.20676685811256354,1,0.0,0.0,1.0,0.0,0.0,0.0
STU0305,Veda Date,Female,18,84,8,19,62,56,229,45.8,84.23,Sports,1.1698433823172865,0,0.0,0.0,0.0,0.0,0.0,1.0
STU0306,Chakradev Luthra,Male,17,16,82,58,95,58,309,61.8,60.58,Dance,-1.1703940264134585,1,1.0,0.0,0.0,0.0,0.0,0.0
STU0307,Unnati Dutt,Female,17,34,12,20,41,99,206,41.2,71.15,Science Club,-0.550919418220026,0,0.0,0.0,0.0,0.0,1.0,0.0
STU0308,Yochana Virk,Female,17,6,39,16,75,76,212,42.4,70.98,None,-1.514546586520921,0,0.0,0.0,0.0,1.0,0.0,0.0
STU0309,Chasmum Virk,Female,20,86,77,96,41,43,343,68.6,97.78,Music,1.238673894338779,0,0.0,0.0,1.0,0.0,0.0,0.0
STU0310,Shivansh Pradhan,Male,22,90,10,91,36,53,280,56.0,74.63,Sports,1.376334918381764,1,0.0,0.0,0.0,0.0,0.0,1.0
STU0311,Simon Kumer,Male,19,99,23,93,86,23,324,64.8,82.54,Sports,1.68607222247848,1,0.0,0.0,0.0,0.0,0.0,1.0
STU0312,Bakhshi Shah,Male,21,73,45,66,92,18,294,58.8,78.26,Music,0.7912755661990777,1,0.0,0.0,1.0,0.0,0.0,0.0
STU0313,Januja Kala,Female,20,72,41,17,49,19,198,39.6,92.16,Sports,0.7568603101883314,0,0.0,0.0,0.0,0.0,0.0,1.0
STU0314,Kala Upadhyay,Female,20,67,44,57,15,13,196,39.2,77.24,Dance,0.5847840301346001,0,1.0,0.0,0.0,0.0,0.0,0.0
STU0315,Krish Hegde,Male,17,11,23,32,7,5,78,15.6,63.17,Science Club,-1.3424703064671897,1,0.0,0.0,0.0,0.0,1.0,0.0
STU0316,Harrison Wagle,Male,22,94,92,57,40,23,306,61.2,83.51,Music,1.5139959424247489,1,0.0,0.0,1.0,0.0,0.0,0.0
STU0317,Nakul Trivedi,Male,22,100,93,100,71,73,437,87.4,92.92,Music,1.7204874784892263,1,0.0,0.0,1.0,0.0,0.0,0.0
STU0318,Oscar Dara,Male,21,56,76,38,70,28,268,53.6,62.56,Science Club,0.20621621401639142,1,0.0,0.0,0.0,0.0,1.0,0.0
STU0319,Chasmum Mukhopadhyay,Female,22,18,76,37,14,61,206,41.2,99.97,Science Club,-1.101563514391966,0,0.0,0.0,0.0,0.0,1.0,0.0
STU0320,Gagan Bhandari,Male,18,91,26,35,95,5,252,50.4,61.33,Sports,1.4107501743925102,1,0.0,0.0,0.0,0.0,0.0,1.0
STU0321,Bhavna Salvi,Female,22,26,96,15,78,40,255,51.0,80.93,Science Club,-0.826241466305996,0,0.0,0.0,0.0,0.0,1.0,0.0
STU0322,Tanveer Yadav,Male,20,86,27,34,30,51,228,45.6,69.24,None,1.238673894338779,1,0.0,0.0,0.0,1.0,0.0,0.0
STU0323,Neelima Toor,Female,19,40,86,83,63,63,335,67.0,73.71,Drama,-0.34442788215554854,0,0.0,1.0,0.0,0.0,0.0,0.0
STU0324,Chakradhar Sabharwal,Male,22,53,99,75,25,62,314,62.8,71.68,None,0.10297044598415268,1,0.0,0.0,0.0,1.0,0.0,0.0
STU0325,Yahvi Ramachandran,Female,21,7,85,8,78,67,245,49.0,98.58,None,-1.4801313305101746,0,0.0,0.0,0.0,1.0,0.0,0.0
STU0326,Bahadurjit Sen,Male,19,33,72,60,54,81,300,60.0,96.26,Sports,-0.5853346742307722,1,0.0,0.0,0.0,0.0,0.0,1.0
STU0327,Pranit Mohanty,Male,22,42,50,3,98,98,291,58.2,97.14,Music,-0.27559737013405605,1,0.0,0.0,1.0,0.0,0.0,0.0
STU0328,Jason Gaba,Male,19,43,75,24,9,41,192,38.4,67.4,Sports,-0.2411821141233098,1,0.0,0.0,0.0,0.0,0.0,1.0
STU0329,Gaurav Gade,Male,21,16,6,48,74,70,214,42.8,61.06,Science Club,-1.1703940264134585,1,0.0,0.0,0.0,0.0,1.0,0.0
STU0330,Nitesh Iyer,Male,18,70,60,42,52,24,248,49.6,81.0,Drama,0.688029798166839,1,0.0,1.0,0.0,0.0,0.0,0.0
STU0331,Keya Mohanty,Female,18,40,54,35,39,25,193,38.6,90.49,Dance,-0.34442788215554854,0,1.0,0.0,0.0,0.0,0.0,0.0
STU0332,Pranav Barad,Male,20,62,0,81,44,39,226,45.2,73.08,Sports,0.4127077500808689,1,0.0,0.0,0.0,0.0,0.0,1.0
STU0333,Jeet Kuruvilla,Male,20,10,81,53,85,40,269,53.8,81.78,None,-1.376885562477936,1,0.0,0.0,0.0,1.0,0.0,0.0
STU0334,Harish Kala,Male,19,13,45,34,95,22,209,41.8,91.23,Sports,-1.2736397944456972,1,0.0,0.0,0.0,0.0,0.0,1.0
STU0335,Zansi Jain,Female,21,56,55,45,50,55,261,52.2,98.08,Music,0.20621621401639142,0,0.0,0.0,1.0,0.0,0.0,0.0
STU0336,Ishani Pandit,Female,19,19,85,40,61,28,233,46.6,64.88,Dance,-1.0671482583812197,0,1.0,0.0,0.0,0.0,0.0,0.0
STU0337,Reva Bakshi,Female,19,28,51,86,94,41,300,60.0,98.36,Dance,-0.7574109542845036,0,1.0,0.0,0.0,0.0,0.0,0.0
STU0338,Charvi Chakraborty,Female,20,73,36,90,74,57,330,66.0,98.38,Music,0.7912755661990777,0,0.0,0.0,1.0,0.0,0.0,0.0
STU0339,Michael Golla,Male,21,27,98,15,39,94,273,54.6,70.33,Music,-0.7918262102952498,1,0.0,0.0,1.0,0.0,0.0,0.0
STU0340,Thomas Dube,Male,18,5,89,83,14,66,257,51.4,76.22,Dance,-1.5489618425316671,1,1.0,0.0,0.0,0.0,0.0,0.0
STU0341,Avni Dutta,Female,21,54,3,56,66,69,248,49.6,81.04,Drama,0.13738570199489894,0,0.0,1.0,0.0,0.0,0.0,0.0
STU0342,Tripti Khosla,Female,19,57,96,96,86,17,352,70.4,65.08,Music,0.24063147002713767,0,0.0,0.0,1.0,0.0,0.0,0.0
STU0343,Geetika Taneja,Female,17,98,84,20,73,77,352,70.4,85.58,Dance,1.6516569664677339,0,1.0,0.0,0.0,0.0,0.0,0.0
STU0344,Samesh Joshi,Male,20,48,100,49,1,67,265,53.0,70.2,Music,-0.06910583406957856,1,0.0,0.0,1.0,0.0,0.0,0.0
STU0345,Ekta Ramesh,Female,22,10,57,11,73,45,196,39.2,93.26,Drama,-1.376885562477936,0,0.0,1.0,0.0,0.0,0.0,0.0
STU0346,Bahadurjit Rajan,Male,20,69,25,86,90,97,367,73.4,94.23,None,0.6536145421560926,1,0.0,0.0,0.0,1.0,0.0,0.0
STU0347,Rehaan Mangat,Male,18,17,60,9,54,90,230,46.0,70.9,None,-1.1359787704027122,1,0.0,0.0,0.0,1.0,0.0,0.0
STU0348,Aishani Dugar,Female,19,43,16,46,59,53,217,43.4,70.33,Science Club,-0.2411821141233098,0,0.0,0.0,0.0,0.0,1.0,0.0
STU0349,Oni Bhargava,Female,18,47,100,71,1,91,310,62.0,97.17,Drama,-0.10352109008032481,0,0.0,1.0,0.0,0.0,0.0,0.0
STU0350,Ekbal Chandra,Male,17,43,50,46,26,35,200,40.0,90.84,Science Club,-0.2411821141233098,1,0.0,0.0,0.0,0.0,1.0,0.0
